1088.563724	0.944898781
1076.103586	0.944898781
1076.103586	0.944898781
1076.103586	0.944898781
1076.103586	0.944898781
1076.103586	0.944898781
1076.103586	0.944898781
1063.643724	0.944898781
1063.643724	0.944898781
1063.643724	0.944898781
1051.141655	0.944898781
1051.141655	0.944898781
1051.141655	0.944898781
1051.141655	0.944898781
1038.681655	0.931228615
1038.681655	0.944898781
1026.221655	0.944898781
1013.761655	0.931228615
1013.761655	0.931228615
1001.301793	0.931228615
1001.301793	0.931228615
988.8417931	0.931228615
976.3817931	0.931228615
951.461931	0.917512438
951.461931	0.917512438
939.001931	0.917512438
926.541931	0.903842576
914.081931	0.903842576
901.622069	0.903842576
889.162069	0.903842576
876.702069	0.903842576
864.242069	0.890126094
851.782069	0.890126094
839.3222069	0.890126094
814.4022069	0.890126094
801.9422069	0.890126094
789.4822069	0.876455928
764.5202759	0.876455928
764.5202759	0.876455928
752.0602759	0.876455928
727.1402759	0.876455928
714.6802759	0.862739751
702.2204138	0.862739751
689.7604138	0.862739751
664.8405517	0.862739751
652.3805517	0.849069889
639.9205517	0.835353407
615.0005517	0.835353407
602.5405517	0.835353407
590.0806897	0.835353407
577.6206897	0.835353407
565.1606897	0.835353407
552.7006897	0.821683241
540.2406897	0.821683241
515.2787586	0.821683241
515.2787586	0.807967064
502.8187586	0.794250582
477.8987586	0.794250582
465.4388966	0.794250582
452.9788966	0.78058072
440.5188966	0.78058072
415.5990345	0.78058072
403.1390345	0.766864238
403.1390345	0.766864238
378.2190345	0.753194377
365.7590345	0.753194377
353.2990345	0.739477895
340.8391724	0.739477895
328.3791724	0.739477895
315.9191724	0.725808033
303.4591724	0.725808033
290.9993103	0.712091551
266.0793103	0.712091551
253.5772414	0.69842169
253.5772414	0.684705208
241.1172414	0.684705208
228.6573793	0.671035346
216.1973793	0.657318864
203.7373793	0.657318864
191.2773793	0.657318864
178.8173793	0.643649003
166.3573793	0.629932521
153.8975172	0.629932521
153.8975172	0.616262659
141.4375172	0.616262659
116.5175586	0.602546177
116.5175586	0.602546177
104.0576	0.575159834
91.59762759	0.575159834
66.67768276	0.575159834
66.67768276	0.561443352
54.21771034	0.54777349
54.21771034	0.534057008
41.75773793	0.520387147
41.75773793	0.506670665
29.29776552	0.506670665
16.8377931	0.493000803
4.377834483	0.479284321
4.377834483	0.46561446
-8.082137931	0.46561446
-20.54211034	0.451897978
-20.54211034	0.438228116
-33.00208276	0.424511634
-45.46205517	0.410841773
-45.46205517	0.410841773
-45.46205517	0.397125291
-57.92202759	0.397125291
-70.382	0.383455429
-82.84197241	0.369738947
-95.30194483	0.356022465
-95.30194483	0.342352604
-107.7619034	0.328636122
-107.7619034	0.31496626
-120.2218759	0.301249809
-132.6818483	0.287579886
-132.6818483	0.287579886
-145.1417931	0.273863465
-145.1417931	0.260193543
-157.6017931	0.246477122
-170.0617931	0.232807199
-182.5217931	0.219090778
-182.5217931	0.205420856
-194.9816552	0.191704435
-194.9816552	0.178034512
-207.4416552	0.164318091
-207.4416552	0.15060167
-219.9016552	0.136931717
-232.3616552	0.123215296
-244.8216552	0.109545374
-244.8216552	0.109545374
-257.2815172	0.08215903
-269.7415172	0.068442609
-269.7415172	0.054772687
-282.2435862	0.041056266
-294.7035862	0.027386347
-307.1635862	0.027386347
-307.1635862	0.013669925
-332.0834483	0
